timestamp_s,stamp.sec,stamp.nanosec,level,name,msg,file,function,line
1761131704.6865358,1761131704,686109047,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131706.6871657,1761131706,686709714,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131713.688802,1761131713,687905576,20,movil_node,Dato publicado Fase Ejecucion: 3,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131723.6871655,1761131723,686680355,20,movil_node,Dato publicado Nombre_Sujeto: Alejandro,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,156
1761131728.686198,1761131728,685734575,20,movil_node,Dato publicado Tipo Experimento: Experimento 0,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,161
1761131733.686838,1761131733,685948785,20,movil_node,Dato publicado Tipo Experimento: Experimento 1,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,161
1761131738.687259,1761131738,686862777,20,movil_node,Dato publicado Fase Ejecucion: 2,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131739.1875253,1761131739,186880895,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131740.6874592,1761131740,686498820,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131742.686386,1761131742,686008907,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131744.7157347,1761131744,685313137,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131746.6865199,1761131746,686130032,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131748.711829,1761131748,711419116,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131750.6866245,1761131750,686402858,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
1761131752.685494,1761131752,685051839,20,movil_node,Dato publicado Fase Ejecucion: 4,/home/labserver/ros2_ws/install/samuchair/lib/python3.10/site-packages/samuchair/movilNode.py,timer_callback,166
